tract,Neighborhood,City,State,Iincarceration Rate,Races 
24510271300,Roland Park, Baltimore, MD,0.0002,White 
24510110200,Downtown, Baltimore, MD,0.0002,White 
24510271501,Mount Washington, Baltimore, MD,0.0001,White 
24510272007,Fallstaff, Baltimore, MD,0,White 
24510260303,Claremont - Freedom, Baltimore, MD,0,White 
24510280101,Reisterstown Station, Baltimore, MD,0,White 
24510280403,Westgate, Baltimore, MD,0,White 
24005401507,Windsor Mill, Baltimore, MD,0,White 
24005402306,Windsor Mill, Baltimore, MD,0,White 
24510260102,Frankford, Baltimore, MD,0,White 
24510120600,Old Goucher, Baltimore, MD,0,White 
24510271101,Radnor - Winston, Baltimore, MD,0,White 
24510030100,Perkins Homes, Baltimore, MD,0,White 
